IncidentID;IncidentLabel;IncidentLabelId;DuurInMinuut;Prognose;LocatieHSLIndicatie;LocatieBetuwerouteIndicatie;LocatieRandstadIndicatie;TreinRijkarakteristiekSprinterIndicatie;TreinRijkarakteristiekGoederenIndicatie;PrognoseOverdagIndicatie;PrognoseKantoortijdIndicatie;PrognosePiektijdIndicatie;ProRailBedieningGebiedSoort;ProRailCalamiteitenRegio;TreinNSRLBCICDIndicatie;MateVanVervuiling
786573;Hinder door personen op of nabij het spoor;147;34;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
783122;Hinder door personen op of nabij het spoor;147;34;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
789637;Hinder door personen op of nabij het spoor;147;34;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
790207;Hinder door personen op of nabij het spoor;147;35;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
783879;Hinder door personen op of nabij het spoor;147;35;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
785725;Hinder door personen op of nabij het spoor;147;36;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
784787;Hinder door personen op of nabij het spoor;147;36;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
780913;Hinder door personen op of nabij het spoor;147;36;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
786969;Hinder door personen op of nabij het spoor;147;36;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
791314;Hinder door personen op of nabij het spoor;147;36;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
783357;Hinder door personen op of nabij het spoor;147;37;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
785756;Hinder door personen op of nabij het spoor;147;38;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Noord;NULL;NULL
777479;Hinder door personen op of nabij het spoor;147;38;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
791098;Hinder door personen op of nabij het spoor;147;38;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;NCBG;Randstad Zuid;NULL;NULL
790838;Hinder door personen op of nabij het spoor;147;40;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
788728;Hinder door personen op of nabij het spoor;147;40;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
780118;Hinder door personen op of nabij het spoor;147;40;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Zuid;NULL;NULL
780051;Hinder door personen op of nabij het spoor;147;40;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
784989;Hinder door personen op of nabij het spoor;147;40;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
783557;Hinder door personen op of nabij het spoor;147;40;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
784197;Hinder door personen op of nabij het spoor;147;41;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
786602;Hinder door personen op of nabij het spoor;147;41;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
788008;Hinder door personen op of nabij het spoor;147;41;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
787540;Hinder door personen op of nabij het spoor;147;41;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
790272;Hinder door personen op of nabij het spoor;147;41;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
790582;Hinder door personen op of nabij het spoor;147;42;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
788314;Hinder door personen op of nabij het spoor;147;42;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
784919;Hinder door personen op of nabij het spoor;147;42;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
785459;Hinder door personen op of nabij het spoor;147;42;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783131;Hinder door personen op of nabij het spoor;147;42;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
780285;Hinder door personen op of nabij het spoor;147;42;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
779252;Hinder door personen op of nabij het spoor;147;42;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
778021;Hinder door personen op of nabij het spoor;147;43;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
783157;Hinder door personen op of nabij het spoor;147;43;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
787285;Hinder door personen op of nabij het spoor;147;43;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
786868;Hinder door personen op of nabij het spoor;147;43;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
782602;Hinder door personen op of nabij het spoor;147;44;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
784592;Hinder door personen op of nabij het spoor;147;44;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
781621;Hinder door personen op of nabij het spoor;147;44;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
782266;Hinder door personen op of nabij het spoor;147;45;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
784440;Hinder door personen op of nabij het spoor;147;45;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;NULL
784305;Hinder door personen op of nabij het spoor;147;46;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
781894;Hinder door personen op of nabij het spoor;147;46;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
790190;Hinder door personen op of nabij het spoor;147;46;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;NULL
790166;Hinder door personen op of nabij het spoor;147;47;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
789606;Hinder door personen op of nabij het spoor;147;47;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
786944;Hinder door personen op of nabij het spoor;147;47;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
778034;Hinder door personen op of nabij het spoor;147;47;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;NCBG;Randstad Noord-Noord;NULL;NULL
782329;Hinder door personen op of nabij het spoor;147;47;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
784642;Hinder door personen op of nabij het spoor;147;47;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
784737;Hinder door personen op of nabij het spoor;147;48;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
784240;Hinder door personen op of nabij het spoor;147;48;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
779854;Hinder door personen op of nabij het spoor;147;48;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
789616;Hinder door personen op of nabij het spoor;147;48;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
783902;Hinder door personen op of nabij het spoor;147;49;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
786643;Hinder door personen op of nabij het spoor;147;49;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
784661;Hinder door personen op of nabij het spoor;147;50;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
781591;Hinder door personen op of nabij het spoor;147;50;35;Nee;Ja;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
778463;Hinder door personen op of nabij het spoor;147;50;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
787899;Hinder door personen op of nabij het spoor;147;50;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
777568;Hinder door personen op of nabij het spoor;147;51;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
784426;Hinder door personen op of nabij het spoor;147;51;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
788325;Hinder door personen op of nabij het spoor;147;52;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
791562;Hinder door personen op of nabij het spoor;147;52;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
791626;Hinder door personen op of nabij het spoor;147;53;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
789399;Hinder door personen op of nabij het spoor;147;53;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
781302;Hinder door personen op of nabij het spoor;147;53;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
784443;Hinder door personen op of nabij het spoor;147;54;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Schiphol;NULL;NULL
784398;Hinder door personen op of nabij het spoor;147;54;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
788323;Hinder door personen op of nabij het spoor;147;54;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
782601;Hinder door personen op of nabij het spoor;147;55;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
786019;Hinder door personen op of nabij het spoor;147;55;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
778031;Hinder door personen op of nabij het spoor;147;56;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
788399;Hinder door personen op of nabij het spoor;147;56;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
790634;Hinder door personen op of nabij het spoor;147;56;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
791675;Hinder door personen op of nabij het spoor;147;57;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
778290;Hinder door personen op of nabij het spoor;147;57;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
777615;Hinder door personen op of nabij het spoor;147;59;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
777712;Hinder door personen op of nabij het spoor;147;59;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
784719;Hinder door personen op of nabij het spoor;147;59;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
788929;Hinder door personen op of nabij het spoor;147;59;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
790249;Hinder door personen op of nabij het spoor;147;60;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
786397;Hinder door personen op of nabij het spoor;147;60;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
778746;Hinder door personen op of nabij het spoor;147;61;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
781970;Hinder door personen op of nabij het spoor;147;61;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
790978;Hinder door personen op of nabij het spoor;147;61;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Rotterdam Haven;NULL;NULL
787940;Hinder door personen op of nabij het spoor;147;62;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;NULL
784910;Hinder door personen op of nabij het spoor;147;62;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
783036;Hinder door personen op of nabij het spoor;147;62;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
782966;Hinder door personen op of nabij het spoor;147;63;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
788513;Hinder door personen op of nabij het spoor;147;63;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Zuid;NULL;NULL
790269;Hinder door personen op of nabij het spoor;147;64;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
785452;Hinder door personen op of nabij het spoor;147;64;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
777964;Hinder door personen op of nabij het spoor;147;64;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
781158;Hinder door personen op of nabij het spoor;147;66;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Randstad Noord-Noord;NULL;NULL
788766;Hinder door personen op of nabij het spoor;147;66;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
791543;Hinder door personen op of nabij het spoor;147;66;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
786576;Hinder door personen op of nabij het spoor;147;67;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
788475;Hinder door personen op of nabij het spoor;147;68;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
785446;Hinder door personen op of nabij het spoor;147;70;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783621;Hinder door personen op of nabij het spoor;147;70;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
777534;Hinder door personen op of nabij het spoor;147;70;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
778125;Hinder door personen op of nabij het spoor;147;70;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
785731;Hinder door personen op of nabij het spoor;147;71;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord;NULL;NULL
786875;Hinder door personen op of nabij het spoor;147;72;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
787177;Hinder door personen op of nabij het spoor;147;72;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
782282;Hinder door personen op of nabij het spoor;147;73;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Noord;NULL;NULL
780205;Hinder door personen op of nabij het spoor;147;74;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
778317;Hinder door personen op of nabij het spoor;147;75;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
789532;Hinder door personen op of nabij het spoor;147;77;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;NCBG;Rotterdam Haven;NULL;NULL
786633;Hinder door personen op of nabij het spoor;147;80;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Zuid;NULL;NULL
787864;Hinder door personen op of nabij het spoor;147;81;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
787895;Hinder door personen op of nabij het spoor;147;83;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
784943;Hinder door personen op of nabij het spoor;147;83;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
784301;Hinder door personen op of nabij het spoor;147;83;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
789768;Hinder door personen op of nabij het spoor;147;84;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
789654;Hinder door personen op of nabij het spoor;147;84;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
787249;Hinder door personen op of nabij het spoor;147;86;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
789037;Hinder door personen op of nabij het spoor;147;87;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
782252;Hinder door personen op of nabij het spoor;147;87;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
791499;Hinder door personen op of nabij het spoor;147;88;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;NULL
789992;Hinder door personen op of nabij het spoor;147;89;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Zuid;NULL;NULL
780358;Hinder door personen op of nabij het spoor;147;89;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
782261;Hinder door personen op of nabij het spoor;147;91;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
779158;Hinder door personen op of nabij het spoor;147;93;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
782954;Hinder door personen op of nabij het spoor;147;94;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
787970;Hinder door personen op of nabij het spoor;147;95;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
785399;Hinder door personen op of nabij het spoor;147;99;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
777579;Hinder door personen op of nabij het spoor;147;100;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
778712;Hinder door personen op of nabij het spoor;147;101;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;NCBG;Rotterdam Haven;NULL;NULL
790115;Hinder door personen op of nabij het spoor;147;102;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
787713;Hinder door personen op of nabij het spoor;147;103;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
784697;Hinder door personen op of nabij het spoor;147;104;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
781976;Hinder door personen op of nabij het spoor;147;109;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;NCBG;Rotterdam Haven;NULL;NULL
782277;Hinder door personen op of nabij het spoor;147;111;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Schiphol;NULL;NULL
790671;Hinder door personen op of nabij het spoor;147;113;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
781402;Hinder door personen op of nabij het spoor;147;114;35;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
789326;Hinder door personen op of nabij het spoor;147;118;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
790585;Hinder door personen op of nabij het spoor;147;120;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
781910;Hinder door personen op of nabij het spoor;147;120;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
789306;Hinder door personen op of nabij het spoor;147;122;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Schiphol;NULL;NULL
789742;Hinder door personen op of nabij het spoor;147;123;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Zuid;NULL;NULL
786838;Hinder door personen op of nabij het spoor;147;123;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
782340;Hinder door personen op of nabij het spoor;147;132;35;Ja;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
787755;Hinder door personen op of nabij het spoor;147;139;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Zuid;NULL;NULL
783511;Hinder door personen op of nabij het spoor;147;156;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
784495;Hinder door personen op of nabij het spoor;147;230;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
781202;Hinder door personen op of nabij het spoor;147;236;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Randstad Noord-Noord;NULL;NULL
787412;Hinder door personen op of nabij het spoor;147;272;35;Ja;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
788425;Hinder door personen op of nabij het spoor;147;414;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;NCBG;Randstad Noord-Noord;NULL;NULL
781134;Hinder door personen op of nabij het spoor;147;417;35;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Randstad Noord-Noord;NULL;NULL
788414;Hinder door personen op of nabij het spoor;147;564;35;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;NCBG;Randstad Noord-Noord;NULL;NULL
777513;Hinder door reiziger(s) of personeel door gedrag;148;5;27;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
785117;Hinder door reiziger(s) of personeel door gedrag;148;6;27;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
785898;Hinder door reiziger(s) of personeel door gedrag;148;6;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
790794;Hinder door reiziger(s) of personeel door gedrag;148;6;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
785677;Hinder door reiziger(s) of personeel door gedrag;148;8;27;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
786560;Hinder door reiziger(s) of personeel door gedrag;148;8;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
784702;Hinder door reiziger(s) of personeel door gedrag;148;9;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
783591;Hinder door reiziger(s) of personeel door gedrag;148;9;27;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
778415;Hinder door reiziger(s) of personeel door gedrag;148;9;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
789379;Hinder door reiziger(s) of personeel door gedrag;148;9;27;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
781634;Hinder door reiziger(s) of personeel door gedrag;148;10;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
786368;Hinder door reiziger(s) of personeel door gedrag;148;10;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
778372;Hinder door reiziger(s) of personeel door gedrag;148;11;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
779020;Hinder door reiziger(s) of personeel door gedrag;148;11;27;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
778099;Hinder door reiziger(s) of personeel door gedrag;148;12;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Schiphol;NULL;NULL
777570;Hinder door reiziger(s) of personeel door gedrag;148;12;27;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
777698;Hinder door reiziger(s) of personeel door gedrag;148;13;27;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
781557;Hinder door reiziger(s) of personeel door gedrag;148;13;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
784727;Hinder door reiziger(s) of personeel door gedrag;148;13;27;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
