IncidentID;IncidentLabel;IncidentLabelId;DuurInMinuut;Prognose;LocatieHSLIndicatie;LocatieBetuwerouteIndicatie;LocatieRandstadIndicatie;TreinRijkarakteristiekSprinterIndicatie;TreinRijkarakteristiekGoederenIndicatie;PrognoseOverdagIndicatie;PrognoseKantoortijdIndicatie;PrognosePiektijdIndicatie;ProRailBedieningGebiedSoort;ProRailCalamiteitenRegio;TreinNSRLBCICDIndicatie;MateVanVervuiling
789931;Defect materieel;110;51;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
791039;Defect materieel;110;51;36;Ja;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
789700;Defect materieel;110;52;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
783673;Defect materieel;110;52;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Randstad Noord-Noord;NULL;NULL
779460;Defect materieel;110;52;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
781336;Defect materieel;110;52;28;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
777843;Defect materieel;110;53;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
782592;Defect materieel;110;53;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
785205;Defect materieel;110;53;96;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
786164;Defect materieel;110;53;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;NCBG;Randstad Noord;NULL;NULL
786778;Defect materieel;110;53;37;Ja;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
788417;Defect materieel;110;53;96;Nee;Ja;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
791501;Defect materieel;110;53;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Noordoost;NULL;NULL
780203;Defect materieel;110;54;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
780887;Defect materieel;110;55;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
779467;Defect materieel;110;55;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
785615;Defect materieel;110;55;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
784412;Defect materieel;110;55;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
791678;Defect materieel;110;55;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
789950;Defect materieel;110;56;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Schiphol;NULL;NULL
790028;Defect materieel;110;56;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
784277;Defect materieel;110;56;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783757;Defect materieel;110;56;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
782241;Defect materieel;110;56;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
782756;Defect materieel;110;56;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
778384;Defect materieel;110;56;96;Nee;Ja;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
781012;Defect materieel;110;56;36;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
780558;Defect materieel;110;57;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
780563;Defect materieel;110;57;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Schiphol;NULL;NULL
779916;Defect materieel;110;57;37;Ja;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
777850;Defect materieel;110;57;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
791566;Defect materieel;110;57;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
785136;Defect materieel;110;58;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
791199;Defect materieel;110;59;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
790469;Defect materieel;110;59;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
786808;Defect materieel;110;59;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
786831;Defect materieel;110;59;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
787686;Defect materieel;110;59;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
786770;Defect materieel;110;60;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
782629;Defect materieel;110;60;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
780659;Defect materieel;110;60;28;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
780923;Defect materieel;110;61;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
777989;Defect materieel;110;61;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
779190;Defect materieel;110;61;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
788778;Defect materieel;110;61;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
790318;Defect materieel;110;62;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
778452;Defect materieel;110;62;27;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
777430;Defect materieel;110;62;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
781271;Defect materieel;110;62;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Zuid;NULL;NULL
785497;Defect materieel;110;62;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
785106;Defect materieel;110;63;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
783841;Defect materieel;110;63;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
777653;Defect materieel;110;63;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
778360;Defect materieel;110;63;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;NULL
790537;Defect materieel;110;63;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
789779;Defect materieel;110;64;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
781314;Defect materieel;110;64;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
781292;Defect materieel;110;64;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
782288;Defect materieel;110;64;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
785955;Defect materieel;110;64;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
785335;Defect materieel;110;65;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
783087;Defect materieel;110;65;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
783316;Defect materieel;110;65;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
780269;Defect materieel;110;65;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
778112;Defect materieel;110;65;36;Ja;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
777912;Defect materieel;110;65;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
779277;Defect materieel;110;65;96;Nee;Ja;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
787030;Defect materieel;110;65;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
787962;Defect materieel;110;66;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
777823;Defect materieel;110;66;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
783847;Defect materieel;110;66;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Schiphol;NULL;NULL
783945;Defect materieel;110;66;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
785180;Defect materieel;110;66;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
783008;Defect materieel;110;67;37;Ja;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
779260;Defect materieel;110;67;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
788846;Defect materieel;110;67;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
790918;Defect materieel;110;67;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
782521;Defect materieel;110;68;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Zuid;NULL;NULL
783284;Defect materieel;110;69;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
782441;Defect materieel;110;70;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
784682;Defect materieel;110;70;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Zuid;NULL;NULL
785535;Defect materieel;110;71;36;Ja;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
786711;Defect materieel;110;71;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
778634;Defect materieel;110;72;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
785225;Defect materieel;110;73;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
787523;Defect materieel;110;73;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
787578;Defect materieel;110;74;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord;NULL;NULL
790770;Defect materieel;110;74;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
778904;Defect materieel;110;74;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
780180;Defect materieel;110;75;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
786109;Defect materieel;110;75;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Rotterdam Haven;NULL;NULL
783680;Defect materieel;110;76;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
785083;Defect materieel;110;77;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
779342;Defect materieel;110;77;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
780466;Defect materieel;110;78;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
785125;Defect materieel;110;78;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
786517;Defect materieel;110;78;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
783417;Defect materieel;110;78;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
782822;Defect materieel;110;78;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
780744;Defect materieel;110;79;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
778641;Defect materieel;110;79;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord;NULL;NULL
789978;Defect materieel;110;79;96;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Rotterdam Haven;NULL;NULL
788159;Defect materieel;110;79;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
777603;Defect materieel;110;80;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
781484;Defect materieel;110;80;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
781223;Defect materieel;110;80;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
782444;Defect materieel;110;80;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
783769;Defect materieel;110;81;28;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
783011;Defect materieel;110;82;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
781252;Defect materieel;110;82;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
777878;Defect materieel;110;82;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
791279;Defect materieel;110;83;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
778757;Defect materieel;110;84;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Rotterdam Haven;NULL;NULL
783733;Defect materieel;110;84;96;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
783291;Defect materieel;110;84;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
786078;Defect materieel;110;84;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
785529;Defect materieel;110;85;28;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
782082;Defect materieel;110;85;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
790637;Defect materieel;110;85;96;Nee;Ja;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
787137;Defect materieel;110;85;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
788242;Defect materieel;110;86;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
785619;Defect materieel;110;87;37;Ja;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
782347;Defect materieel;110;89;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
789180;Defect materieel;110;89;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
789441;Defect materieel;110;90;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
790089;Defect materieel;110;90;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
780988;Defect materieel;110;90;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
779186;Defect materieel;110;90;96;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
791227;Defect materieel;110;91;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
787397;Defect materieel;110;91;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
780038;Defect materieel;110;92;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
789473;Defect materieel;110;95;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
789187;Defect materieel;110;96;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
779889;Defect materieel;110;97;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
780273;Defect materieel;110;97;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
786470;Defect materieel;110;97;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord;NULL;NULL
782874;Defect materieel;110;98;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
784142;Defect materieel;110;98;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
777768;Defect materieel;110;98;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
778352;Defect materieel;110;99;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Rotterdam Haven;NULL;NULL
780496;Defect materieel;110;99;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
782621;Defect materieel;110;99;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Randstad Noord-Noord;NULL;NULL
788509;Defect materieel;110;99;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;NCBG;Schiphol;NULL;NULL
791445;Defect materieel;110;99;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
782870;Defect materieel;110;101;28;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
784993;Defect materieel;110;101;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
782692;Defect materieel;110;102;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Zuid;NULL;NULL
780088;Defect materieel;110;102;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord;NULL;NULL
779068;Defect materieel;110;102;96;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
780530;Defect materieel;110;103;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
782129;Defect materieel;110;104;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
782789;Defect materieel;110;105;96;Nee;Ja;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
788831;Defect materieel;110;105;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
787505;Defect materieel;110;105;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
781363;Defect materieel;110;106;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
782480;Defect materieel;110;109;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
782101;Defect materieel;110;110;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
787922;Defect materieel;110;110;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
779436;Defect materieel;110;111;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
779976;Defect materieel;110;112;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
785897;Defect materieel;110;112;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
790899;Defect materieel;110;112;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
783344;Defect materieel;110;114;36;Ja;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Zuid;NULL;NULL
782633;Defect materieel;110;116;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
787489;Defect materieel;110;116;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
779313;Defect materieel;110;118;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
778749;Defect materieel;110;118;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
785986;Defect materieel;110;120;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
784861;Defect materieel;110;120;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Rotterdam Haven;NULL;NULL
787907;Defect materieel;110;123;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord;NULL;NULL
782091;Defect materieel;110;125;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
781872;Defect materieel;110;125;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
786680;Defect materieel;110;126;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
782976;Defect materieel;110;126;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
790682;Defect materieel;110;128;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Rotterdam Haven;NULL;NULL
791256;Defect materieel;110;129;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
787773;Defect materieel;110;129;96;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Rotterdam Haven;NULL;NULL
782507;Defect materieel;110;131;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;NCBG;Zuid;NULL;NULL
790972;Defect materieel;110;133;36;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
784429;Defect materieel;110;135;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
789175;Defect materieel;110;136;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
787370;Defect materieel;110;139;36;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
782798;Defect materieel;110;139;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
790359;Defect materieel;110;146;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
790461;Defect materieel;110;147;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
788382;Defect materieel;110;147;96;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
782148;Defect materieel;110;149;37;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord;NULL;NULL
786688;Defect materieel;110;153;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
785064;Defect materieel;110;157;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
780494;Defect materieel;110;158;36;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
781828;Defect materieel;110;161;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
781734;Defect materieel;110;161;37;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
790882;Defect materieel;110;162;96;Nee;Ja;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Rotterdam Haven;NULL;NULL
790169;Defect materieel;110;163;96;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
779368;Defect materieel;110;163;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
791630;Defect materieel;110;164;67;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
782417;Defect materieel;110;165;44;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
